epic,planet,mcmc_P(days)_,pl_radius,pl_rad_err,st_mass,kepmag
228753871,b,18.6934025325,2.6863724782624576,0.7820251992271597,0.9079999999999999,13.19
228784812,b,4.18776733144,1.0679102167578614,0.15491959784339984,0.838,12.613
228834632,b,11.729030855,1.7799347724024177,0.24385559136613222,0.555,14.887
228836835,b,0.728143436927,0.991043267284644,0.2240110086316316,0.34,14.925
201111557,b,2.30213551593,1.0821749137240544,0.10771967554489176,0.733,11.363
201390048,b,9.4589065743,1.4769642624787878,0.19295991489698355,0.746,11.960999999999999
228725972,b,8.958002943230001,2.523760057767899,0.9492094367136279,1.012,12.482000000000001
228798746,b,2.69840423028,1.1929656684352763,0.13421716095563108,0.7090000000000001,12.66
228801451,b,0.584249711399,1.1635093027334895,0.04137913494607342,0.8822335873383766,10.955
228801451,c,8.32765199248,2.082965758510264,0.3801333788994258,0.8822335873383766,10.955
201091593,b,2.91631551004,58.48466279693655,25.01792590034492,1.055,11.855
